YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.298;0.0;0.397;0.0;0.0;0.292;0.003
2001;0.0;0.302;0.0;0.393;0.0;0.0;0.292;0.003
2002;0.0;0.306;0.0;0.388;0.0;0.0;0.292;0.003
2003;0.0;0.309;0.0;0.384;0.0;0.0;0.292;0.003
2004;0.0;0.313;0.0;0.38;0.0;0.0;0.292;0.003
2005;0.0;0.317;0.0;0.376;0.0;0.0;0.292;0.003
2006;0.0;0.321;0.0;0.371;0.0;0.0;0.292;0.003
2007;0.0;0.325;0.0;0.367;0.0;0.0;0.292;0.003
2008;0.0;0.329;0.0;0.363;0.0;0.0;0.292;0.003
2009;0.0;0.332;0.0;0.36;0.0;0.0;0.292;0.003
2010;0.0;0.336;0.0;0.356;0.0;0.0;0.292;0.003
2011;0.0;0.34;0.0;0.352;0.0;0.0;0.292;0.003
2012;0.0;0.344;0.0;0.348;0.0;0.0;0.292;0.003
2013;0.0;0.347;0.0;0.345;0.0;0.0;0.292;0.003
2014;0.0;0.351;0.0;0.341;0.0;0.0;0.292;0.003
2015;0.0;0.354;0.0;0.338;0.0;0.0;0.292;0.003
2016;0.0;0.357;0.0;0.335;0.0;0.0;0.292;0.003
2017;0.0;0.36;0.0;0.332;0.0;0.0;0.292;0.003
2018;0.0;0.363;0.0;0.329;0.0;0.0;0.292;0.003
